
subsequencesum(),     5000,     0.0062171241000000006
subsequencesum(),     10000,     0.012406814500000005
subsequencesum(),     15000,     0.0194694076
subsequencesum(),     20000,     0.026577104099999988
subsequencesum(),     25000,     0.03479625849999999
subsequencesum(),     30000,     0.042088528300000004
subsequencesum(),     35000,     0.04873302069999996
subsequencesum(),     40000,     0.049583401699999995
subsequencesum(),     45000,     0.05523444130000001
subsequencesum(),     50000,     0.06251918709999997
subsequencesum(),     55000,     0.0676660982000001
subsequencesum(),     60000,     0.0696564013999998
subsequencesum(),     65000,     0.0716829658
subsequencesum(),     70000,     0.08559731429999991
subsequencesum(),     75000,     0.08000018230000014
subsequencesum(),     80000,     0.08670601259999992
subsequencesum(),     85000,     0.08774788210000004
subsequencesum(),     90000,     0.10823405200000007
subsequencesum(),     95000,     0.10228318619999968
